scenario_id;test_type;technology;users_chatroom;users_server;chatrooms;senders_per_chat_ratio;payload_size_bytes;interval_ms;avg_message_time_ms;min_message_time_ms;max_message_time_ms;throughput;error_rate;cpu_avg;cpu_max;ram_avg;ram_max
136;endurance_chatroom;SSE;10;10;1;1;200;200;255;;;1,49;0,07;53,8;66,8;68,8;76,9
137;endurance_chatroom;SocketIO;10;10;1;1;200;200;339;;;1,33;0;69,9;76,7;72;76,4
138;endurance_chatroom;gRPC;10;10;1;1;200;200;346;;;2,31;0;55;59,3;66,6;74,5
139;endurance_chatroom;SignalR;30;30;1;1;200;200;392;;;1,15;0;77,1;83,4;91,1;96,1
140;endurance_chatroom;WebSockets;30;30;1;1;200;200;361;;;1,23;0;74,5;83,6;89,6;95,4
141;endurance_chatroom;Polling;30;30;1;1;200;200;485;;;1,04;0;84,2;88,9;92,5;95,4
142;endurance_chatroom;SSE;30;30;1;1;200;200;572;;;1,02;35,62;68,3;73,6;92,8;94,5
143;endurance_chatroom;SocketIO;30;30;1;1;200;200;465;;;1,06;0;79,8;83,7;91,6;95,3
144;endurance_chatroom;gRPC;30;30;1;1;200;200;513;;;2,04;0;79,1;85,6;89,5;95
145;endurance_chatroom;SignalR;50;50;1;1;200;200;506;;;1,04;0;78,2;80,9;93,8;98,1
146;endurance_chatroom;WebSockets;50;50;1;1;200;200;422;;;1,11;0;75,2;81;92,7;98,9
147;endurance_chatroom;Polling;50;50;1;1;200;200;642;;;0,93;21,98;85,1;89,2;95,3;98,2
148;endurance_chatroom;SSE;50;50;1;1;200;200;649;;;0,78;37,91;72,8;84,3;93,4;96,7
149;endurance_chatroom;SocketIO;50;50;1;1;200;200;573;;;0,99;7,52;80,7;81,9;94,4;96,4
150;endurance_chatroom;gRPC;50;50;1;1;200;200;545;;;2,03;6,64;78,5;82,5;91,4;96,1
151;scalability_cold_start;SignalR;1;1;1;1;2000;10000;61,2;55;67;;0;;;;
152;scalability_cold_start;WebSockets;1;1;1;1;2000;10000;71,6;52;98;;0;;;;
153;scalability_cold_start;Polling;1;1;1;1;2000;10000;254,2;235;287;;0;;;;
154;scalability_cold_start;SSE;1;1;1;1;2000;10000;62,8;57;71;;0;;;;
155;scalability_cold_start;SocketIO;1;1;1;1;2000;10000;109,2;87;139;;0;;;;
156;scalability_cold_start;gRPC;1;1;1;1;2000;10000;101,2;94;109;;0;;;;
157;scalability_single_user_min_load;SignalR;1;1;1;1;2000;10000;27,2;26;31;;0;;;;
158;scalability_single_user_min_load;WebSockets;1;1;1;1;2000;10000;23;18;28;;0;;;;
159;scalability_single_user_min_load;Polling;1;1;1;1;2000;10000;195,2;155;226;;0;;;;
160;scalability_single_user_min_load;SSE;1;1;1;1;2000;10000;26,6;25;29;;0;;;;
161;scalability_single_user_min_load;SocketIO;1;1;1;1;2000;10000;31,4;29;34;;0;;;;
162;scalability_single_user_min_load;gRPC;1;1;1;1;2000;10000;47,4;42;54;;0;;;;
163;scalability_single_user_many_server_users;SignalR;1;100;1;1;2000;10000;1742,6;1633;1954;;0;;;;
164;scalability_single_user_many_server_users;WebSockets;1;100;1;1;2000;10000;1538;1432;1650;;0;;;;
165;scalability_single_user_many_server_users;Polling;1;100;1;1;2000;10000;6206,2;5348;7472;;0;;;;
166;scalability_single_user_many_server_users;SSE;1;100;1;1;2000;10000;3324,8;3076;3528;;0;;;;
167;scalability_single_user_many_server_users;SocketIO;1;100;1;1;2000;10000;3179;3086;3332;;0;;;;
168;scalability_single_user_many_server_users;gRPC;1;100;1;1;2000;10000;3022,6;2658;3277;;0;;;;
169;scalability_single_user_many_server_users;SignalR;1;250;1;1;2000;10000;4510;3974;5002;;0;;;;
170;scalability_single_user_many_server_users;WebSockets;1;250;1;1;2000;10000;3471,4;3196;3764;;0;;;;
171;scalability_single_user_many_server_users;Polling;1;250;1;1;2000;10000;11462,3;10498;12343;;40;;;;
172;scalability_single_user_many_server_users;SSE;1;250;1;1;2000;10000;7486,6;6877;7998;;0;;;;
173;scalability_single_user_many_server_users;SocketIO;1;250;1;1;2000;10000;7813,8;7554;8076;;20;;;;
174;scalability_single_user_many_server_users;gRPC;1;250;1;1;2000;10000;8572,6;7786;9247;;0;;;;
175;scalability_single_user_many_server_users;SignalR;1;400;1;1;2000;10000;6715;5988;7875;;0;;;;
176;scalability_single_user_many_server_users;WebSockets;1;400;1;1;2000;10000;5223;4898;5876;;0;;;;
177;scalability_single_user_many_server_users;Polling;1;400;1;1;2000;10000;16688;15576;17545;;40;;;;
178;scalability_single_user_many_server_users;SSE;1;400;1;1;2000;10000;15272,3;13565;16798;;40;;;;
179;scalability_single_user_many_server_users;SocketIO;1;400;1;1;2000;10000;13907,2;11344;16454;;0;;;;
180;scalability_single_user_many_server_users;gRPC;1;400;1;1;2000;10000;14561,3;11434;16587;;20;;;;
181;scalability_one_sender_many_receivers;SignalR;10;10;1;0,1;2000;10000;45,4;40;54;;0;;;;
182;scalability_one_sender_many_receivers;WebSockets;10;10;1;0,1;2000;10000;31;27;33;;0;;;;
183;scalability_one_sender_many_receivers;Polling;10;10;1;0,1;2000;10000;264,2;156;325;;0;;;;
184;scalability_one_sender_many_receivers;SSE;10;10;1;0,1;2000;10000;56,2;46;67;;0;;;;
185;scalability_one_sender_many_receivers;SocketIO;10;10;1;0,1;2000;10000;57,2;49;66;;0;;;;
186;scalability_one_sender_many_receivers;gRPC;10;10;1;0,1;2000;10000;53,6;43;59;;0;;;;
187;scalability_one_sender_many_receivers;SignalR;30;30;1;0,033;2000;10000;63,8;59;73;;0;;;;
188;scalability_one_sender_many_receivers;WebSockets;30;30;1;0,033;2000;10000;44,4;41;49;;0;;;;
189;scalability_one_sender_many_receivers;Polling;30;30;1;0,033;2000;10000;357,4;307;398;;0;;;;
190;scalability_one_sender_many_receivers;SSE;30;30;1;0,033;2000;10000;69,8;54;78;;0;;;;
191;scalability_one_sender_many_receivers;SocketIO;30;30;1;0,033;2000;10000;67;62;71;;0;;;;
192;scalability_one_sender_many_receivers;gRPC;30;30;1;0,033;2000;10000;65,2;60;69;;0;;;;
193;scalability_one_sender_many_receivers;SignalR;50;50;1;0,02;2000;10000;85,8;80;96;;0;;;;
194;scalability_one_sender_many_receivers;WebSockets;50;50;1;0,02;2000;10000;67,2;51;79;;0;;;;
195;scalability_one_sender_many_receivers;Polling;50;50;1;0,02;2000;10000;697,4;525;987;;0;;;;
196;scalability_one_sender_many_receivers;SSE;50;50;1;0,02;2000;10000;154,2;111;208;;0;;;;
197;scalability_one_sender_many_receivers;SocketIO;50;50;1;0,02;2000;10000;92;79;110;;0;;;;
198;scalability_one_sender_many_receivers;gRPC;50;50;1;0,02;2000;10000;95,8;93;100;;0;;;;
199;scalability_percent_senders;SignalR;30;30;1;0,1;2000;200;68,4;65;71;;0;;;;
200;scalability_percent_senders;WebSockets;30;30;1;0,1;2000;200;46,6;40;56;;0;;;;
201;scalability_percent_senders;Polling;30;30;1;0,1;2000;200;391,8;333;476;;0;;;;
202;scalability_percent_senders;SSE;30;30;1;0,1;2000;200;80,4;73;89;;0;;;;
203;scalability_percent_senders;SocketIO;30;30;1;0,1;2000;200;79,6;71;89;;0;;;;
204;scalability_percent_senders;gRPC;30;30;1;0,1;2000;200;76,8;72;84;;0;;;;
205;scalability_percent_senders;SignalR;50;50;1;0,1;2000;200;88,6;85;97;;0;;;;
206;scalability_percent_senders;WebSockets;50;50;1;0,1;2000;200;63,6;54;69;;0;;;;
207;scalability_percent_senders;Polling;50;50;1;0,1;2000;200;743,4;546;898;;0;;;;
208;scalability_percent_senders;SSE;50;50;1;0,1;2000;200;266,5;211;354;;0;;;;
209;scalability_percent_senders;SocketIO;50;50;1;0,1;2000;200;104,2;98;112;;0;;;;
210;scalability_percent_senders;gRPC;50;50;1;0,1;2000;200;89,4;85;94;;0;;;;
211;scalability_all_to_all;SignalR;10;10;1;1;2000;200;91,4;87;100;;0;;;;
212;scalability_all_to_all;WebSockets;10;10;1;1;2000;200;61,6;49;76;;0;;;;
213;scalability_all_to_all;Polling;10;10;1;1;2000;200;264,2;219;299;;0;;;;
214;scalability_all_to_all;SSE;10;10;1;1;2000;200;120,6;99;154;;0;;;;
215;scalability_all_to_all;SocketIO;10;10;1;1;2000;200;93,2;83;101;;0;;;;
216;scalability_all_to_all;gRPC;10;10;1;1;2000;200;91,8;86;97;;0;;;;
217;scalability_all_to_all;SignalR;30;30;1;1;2000;200;94,8;73;110;;0;;;;
218;scalability_all_to_all;WebSockets;30;30;1;1;2000;200;70,2;67;76;;0;;;;
219;scalability_all_to_all;Polling;30;30;1;1;2000;200;406;311;489;;0;;;;
220;scalability_all_to_all;SSE;30;30;1;1;2000;200;257;245;279;;0;;;;
221;scalability_all_to_all;SocketIO;30;30;1;1;2000;200;229;211;253;;0;;;;
222;scalability_all_to_all;gRPC;30;30;1;1;2000;200;129,8;121;142;;0;;;;
223;scalability_all_to_all;SignalR;50;50;1;1;2000;200;182,6;145;235;;0;;;;
224;scalability_all_to_all;WebSockets;50;50;1;1;2000;200;154,2;136;167;;0;;;;
225;scalability_all_to_all;Polling;50;50;1;1;2000;200;1285,8;911;1768;;20;;;;
226;scalability_all_to_all;SSE;50;50;1;1;2000;200;566,3;502;682;;20;;;;
227;scalability_all_to_all;SocketIO;50;50;1;1;2000;200;395,2;325;456;;0;;;;
228;scalability_all_to_all;gRPC;50;50;1;1;2000;200;261,4;243;298;;0;;;;
229;scalability_multi_room;SignalR;10;20;2;1;2000;200;88;75;100;;0;;;;
230;scalability_multi_room;WebSockets;10;20;2;1;2000;200;64,2;53;71;;0;;;;
231;scalability_multi_room;Polling;10;20;2;1;2000;200;232,6;169;299;;0;;;;
232;scalability_multi_room;SSE;10;20;2;1;2000;200;137,2;120;160;;0;;;;
233;scalability_multi_room;SocketIO;10;20;2;1;2000;200;95,2;86;111;;0;;;;
234;scalability_multi_room;gRPC;10;20;2;1;2000;200;91;81;98;;0;;;;
235;scalability_multi_room;SignalR;10;50;5;1;2000;200;96;89;104;;0;;;;
236;scalability_multi_room;WebSockets;10;50;5;1;2000;200;77,4;71;89;;0;;;;
237;scalability_multi_room;Polling;10;50;5;1;2000;200;456,4;332;611;;0;;;;
238;scalability_multi_room;SSE;10;50;5;1;2000;200;150,8;122;189;;0;;;;
239;scalability_multi_room;SocketIO;10;50;5;1;2000;200;118,6;100;146;;0;;;;
240;scalability_multi_room;gRPC;10;50;5;1;2000;200;103;98;108;;0;;;;
241;scalability_multi_room;SignalR;10;100;10;1;2000;200;210,2;197;235;;0;;;;
242;scalability_multi_room;WebSockets;10;100;10;1;2000;200;91,4;85;97;;0;;;;
243;scalability_multi_room;Polling;10;100;10;1;2000;200;3453,8;2011;4755;;0;;;;
244;scalability_multi_room;SSE;10;100;10;1;2000;200;490;421;576;;20;;;;
245;scalability_multi_room;SocketIO;10;100;10;1;2000;200;752,6;568;842;;0;;;;
246;scalability_multi_room;gRPC;10;100;10;1;2000;200;210,2;204;217;;0;;;;
247;throughput_chatroom;SignalR;10;10;1;1;2000;200;;;;3,02;0;;;;
248;throughput_chatroom;WebSockets;10;10;1;1;2000;200;;;;4,06;0;;;;
249;throughput_chatroom;Polling;10;10;1;1;2000;200;;;;2;0;;;;
250;throughput_chatroom;SSE;10;10;1;1;2000;200;;;;3,13;0,45;;;;
251;throughput_chatroom;SocketIO;10;10;1;1;2000;200;;;;2,89;0;;;;
252;throughput_chatroom;gRPC;10;10;1;1;2000;200;;;;2,62;0;;;;
253;throughput_chatroom;SignalR;30;30;1;1;2000;200;;;;2,12;0;;;;
254;throughput_chatroom;WebSockets;30;30;1;1;2000;200;;;;2,81;0;;;;
255;throughput_chatroom;Polling;30;30;1;1;2000;200;;;;1,23;0;;;;
256;throughput_chatroom;SSE;30;30;1;1;2000;200;;;;1,78;4,76;;;;
257;throughput_chatroom;SocketIO;30;30;1;1;2000;200;;;;2,03;0;;;;
258;throughput_chatroom;gRPC;30;30;1;1;2000;200;;;;1,81;0;;;;
259;throughput_chatroom;SignalR;50;50;1;1;2000;200;;;;1,51;0;;;;
260;throughput_chatroom;WebSockets;50;50;1;1;2000;200;;;;2,03;0;;;;
261;throughput_chatroom;Polling;50;50;1;1;2000;200;;;;0,77;4,34;;;;
262;throughput_chatroom;SSE;50;50;1;1;2000;200;;;;0,94;15,6;;;;
263;throughput_chatroom;SocketIO;50;50;1;1;2000;200;;;;1,08;3,32;;;;
264;throughput_chatroom;gRPC;50;50;1;1;2000;200;;;;1,6;3,67;;;;
265;spike_chatroom;SignalR;10;10;1;1;2000;200;105;;;2,45;0;65,6;74,2;63;68,1
266;spike_chatroom;WebSockets;10;10;1;1;2000;200;87;;;3,25;0;45,2;75,5;58,5;66,6
267;spike_chatroom;Polling;10;10;1;1;2000;200;243;;;1,91;1,94;68;79,1;76,7;84,2
268;spike_chatroom;SSE;10;10;1;1;2000;200;178;;;2,09;3,2;53,5;61,2;71,4;81
269;spike_chatroom;SocketIO;10;10;1;1;2000;200;125;;;2,2;0;71,4;77,9;63,3;78,8
270;spike_chatroom;gRPC;10;10;1;1;2000;200;124;;;2,44;0;46,2;56,6;64,4;71,1
271;spike_chatroom;SignalR;30;30;1;1;2000;200;178;;;1,93;0;71,1;79,5;87,9;92,2
272;spike_chatroom;WebSockets;30;30;1;1;2000;200;134;;;2,25;0;55,2;81,2;81,7;87,7
273;spike_chatroom;Polling;30;30;1;1;2000;200;415;;;0,93;0;77;88,2;84,5;92,1
274;spike_chatroom;SSE;30;30;1;1;2000;200;276;;;1,17;9,09;65,4;71,1;86,9;88,6
275;spike_chatroom;SocketIO;30;30;1;1;2000;200;292;;;1,35;1,54;75,2;86,6;86,4;87,9
276;spike_chatroom;gRPC;30;30;1;1;2000;200;241;;;1,69;0;55;60,8;80,6;87,4
277;spike_chatroom;SignalR;50;50;1;1;2000;200;217;;;1,12;0;77,7;83,2;84,2;91,2
278;spike_chatroom;WebSockets;50;50;1;1;2000;200;169;;;1,57;0;64,6;83,3;85,1;90
279;spike_chatroom;Polling;50;50;1;1;2000;200;690;;;0,74;19,9;85,1;88,8;88,4;94,3
280;spike_chatroom;SSE;50;50;1;1;2000;200;577;;;0,81;36,91;71,6;79,8;87,7;93,3
281;spike_chatroom;SocketIO;50;50;1;1;2000;200;403;;;0,9;7,66;77,2;86,5;87,2;95,6
282;spike_chatroom;gRPC;50;50;1;1;2000;200;385;;;1,45;2,19;67,7;72,2;85,2;88,9
283;endurance_chatroom;SignalR;10;10;1;1;2000;200;361;;;1,11;0;71,1;76,2;72,5;81,1
284;endurance_chatroom;WebSockets;10;10;1;1;2000;200;259;;;1,39;0;63,1;75,4;66,6;80,7
285;endurance_chatroom;Polling;10;10;1;1;2000;200;467;;;0,95;7,82;74,2;81,6;87,1;92,4
286;endurance_chatroom;SSE;10;10;1;1;2000;200;398;;;1,13;4,98;56,2;70,8;69,7;75,4
287;endurance_chatroom;SocketIO;10;10;1;1;2000;200;345;;;1,1;0;69,8;77,1;73,6;78,2
288;endurance_chatroom;gRPC;10;10;1;1;2000;200;359;;;2,17;0;56,8;61,5;65,8;72,3
289;endurance_chatroom;SignalR;30;30;1;1;2000;200;407;;;0,97;0;79,9;84,1;93,5;94,4
290;endurance_chatroom;WebSockets;30;30;1;1;2000;200;363;;;1,07;0;76,1;84,3;90;94,9
291;endurance_chatroom;Polling;30;30;1;1;2000;200;601;;;0,82;11,42;83;86,6;93,3;96,2
292;endurance_chatroom;SSE;30;30;1;1;2000;200;616;;;0,83;29,36;77,7;83,2;91,1;95,3
293;endurance_chatroom;SocketIO;30;30;1;1;2000;200;487;;;0,92;0,59;77,3;85,6;92,3;93,5
294;endurance_chatroom;gRPC;30;30;1;1;2000;200;512;;;1,52;0;79,1;85,6;90,1;94,3
295;endurance_chatroom;SignalR;50;50;1;1;2000;200;534;;;0,9;0;81,5;85,9;94,4;96,3
296;endurance_chatroom;WebSockets;50;50;1;1;2000;200;450;;;0,98;0;79,9;82,8;93,1;95,9
297;endurance_chatroom;Polling;50;50;1;1;2000;200;717;;;0,73;17,7;89,9;92,3;95,3;97,2
298;endurance_chatroom;SSE;50;50;1;1;2000;200;669;;;0,79;35,11;87,7;90,1;93,3;96,2
299;endurance_chatroom;SocketIO;50;50;1;1;2000;200;623;;;0,87;16,29;83,7;85,2;94,3;96,2
300;endurance_chatroom;gRPC;50;50;1;1;2000;200;590;;;1,31;9,55;81,3;86,1;91,7;94,8
301;scalability_cold_start;SignalR;1;1;1;1;10000;10000;68,4;63;75;;0;;;;
302;scalability_cold_start;WebSockets;1;1;1;1;10000;10000;61,2;52;68;;0;;;;
303;scalability_cold_start;Polling;1;1;1;1;10000;10000;269,2;194;310;;0;;;;
304;scalability_cold_start;SSE;1;1;1;1;10000;10000;82;54;99;;0;;;;
305;scalability_cold_start;SocketIO;1;1;1;1;10000;10000;105,2;75;128;;0;;;;
306;scalability_cold_start;gRPC;1;1;1;1;10000;10000;101,2;78;123;;0;;;;
307;scalability_single_user_min_load;SignalR;1;1;1;1;10000;10000;35,8;27;46;;0;;;;
308;scalability_single_user_min_load;WebSockets;1;1;1;1;10000;10000;27,4;22;33;;0;;;;
309;scalability_single_user_min_load;Polling;1;1;1;1;10000;10000;268,4;189;356;;0;;;;
310;scalability_single_user_min_load;SSE;1;1;1;1;10000;10000;45,8;35;52;;0;;;;
311;scalability_single_user_min_load;SocketIO;1;1;1;1;10000;10000;42,4;35;53;;0;;;;
